"x" "y"
"1" -2.12586395398598 -0.772731206406454
"2" -2.0578620878024 0.911447390009497
"3" -1.77916114484337 0.459502241187683
"4" -1.67211305637277 0.0480817574535032
"5" -1.64660354933102 0.238520713841791
"6" -1.48782006170493 -1.32515481142912
"7" -1.44829785314015 0.0066164710628569
"8" -1.44581835672829 2.20405639669022
"9" -1.31807217715386 -1.30096243048481
"10" -1.29470685289092 -1.50322017609837
"11" -1.27145595926438 -0.99420585635746
"12" -1.26168317740070 0.300066364031817
"13" -1.22647917757762 0.749367518131365
"14" -1.14972650034303 0.139413657704296
"15" -1.02059996770425 -0.241927809819035
"16" -1.00595179767091 0.518596781325395
"17" -1.00401303098683 -0.394574028937897
"18" -0.989552955132654 0.0987277427451232
"19" -0.964019586076666 -0.781906305847241
"20" -0.946766416613773 1.17232271806285
"21" -0.91195750737976 0.207430600991185
"22" -0.909523525306708 -0.293775879556754
"23" -0.891487897835 0.819912234400238
"24" -0.795220675821133 -0.0612406074240146
"25" -0.787275556684975 0.139779633246176
"26" -0.736306681966847 0.149673695957142
"27" -0.701352094660391 0.439969750279626
"28" -0.681604880604813 0.898594977770458
"29" -0.670687460247667 0.613656784931119
"30" -0.62654103999213 0.682494769242075
"31" -0.502633809642109 -1.21496088911264
"32" -0.474225805283992 -0.506474637570103
"33" -0.459466270428597 -1.02610754496719
"34" -0.408900960519569 0.315208354347512
"35" -0.377454421906854 -0.563730268949793
"36" -0.37167442660161 -1.48428163954146
"37" -0.358532391802182 0.441071581915358
"38" -0.336751606362868 -0.434136565626522
"39" -0.324901123945749 -1.43981220174991
"40" -0.290638100223101 0.451713690863228
"41" -0.255302993754209 1.00295754831352
"42" -0.23706196689955 0.0368759116377256
"43" -0.230229485570296 1.32961666344261
"44" -0.222122994103507 0.0269773726542830
"45" -0.201405570013907 0.502511561715339
"46" -0.1986730419734 0.453358791408720
"47" -0.193048064260511 1.42562222846627
"48" -0.129308761857576 -0.528729889422183
"49" -0.119629679001384 1.15218493679639
"50" -0.0574852628121219 -0.389857849945143
"51" -0.0464509223616719 0.227483432542840
"52" -0.0441322920379314 -0.382154046202583
"53" -0.0182641973810828 -0.783401558846794
"54" -0.00943193181463236 0.336804137843938
"55" 0.0287796947232444 0.658039479053448
"56" 0.0668068030014643 -0.547317163817821
"57" 0.136215365477980 -1.17901815660863
"58" 0.151358010757556 -0.232778743962186
"59" 0.242216582615795 -0.874339005854185
"60" 0.320746924792723 -1.81614596389615
"61" 0.344649889829201 2.15214054743470
"62" 0.370909787608931 -1.99776494824266
"63" 0.404306225395979 -0.344986217902631
"64" 0.431146260642688 0.551655018967247
"65" 0.456915851890623 -0.0994540121107081
"66" 0.483570624105911 -0.226781092199643
"67" 0.483571714683735 0.00653008515855794
"68" 0.48620728369709 1.764503695423
"69" 0.492303568043223 0.036619777926169
"70" 0.501586700726992 -1.07581393548350
"71" 0.645872572891223 -0.349141163052289
"72" 0.647285656917165 -0.540140547674859
"73" 0.657160046624707 0.457143028515571
"74" 0.667915777984795 -0.566613801046801
"75" 0.670991258398714 -0.148866966652958
"76" 0.729915104900678 -0.568247056646364
"77" 0.730508591742286 -0.0212044016082754
"78" 0.75699409635361 0.467439171054141
"79" 0.815580961650712 1.22500254355528
"80" 0.828588371125463 2.05067957268929
"81" 0.891049804397952 -0.0131034394534933
"82" 0.905806768927253 -2.45067333197009
"83" 0.909395806104186 0.561061258583773
"84" 0.91470889501973 0.35373045728401
"85" 0.953218890425172 -0.857819406958673
"86" 0.991286210755844 1.23135657938125
"87" 1.06509323493325 0.957709733037194
"88" 1.08203630015655 1.41041380907101
"89" 1.1171693519086 -1.49339675667328
"90" 1.15378709118254 0.891097370073902
"91" 1.26397706802615 1.32019263945219
"92" 1.38790061159258 0.724812288170344
"93" 1.39480725490021 0.472958922337256
"94" 1.44068242636993 0.158006848568581
"95" 1.50381710869866 -0.707630200094557
"96" 1.61785386657635 -0.0352701090471848
"97" 1.95976591535680 -1.57715073286135
"98" 2.02796746780110 -1.15555905919815
"99" 2.10419727191927 0.891686223597052
"100" 2.49529352667282 0.140361754024887
